il_adi;belediye_ismi;belediye_tel;belediye_faks;belediye_mail;belediye_web;nufus
diyarbakýr;lice;4128612259;4128612261;licebelediyesi@ttmail.com;;26715
diyarbakýr;silvan;4127113381;4127115048;;www.silvan.bel.tr;86093
diyarbakýr;baðlar;4122519300;4122519319;baskana@baglar.bel.tr;www.baglar.bel.tr;357727
diyarbakýr;kayapýnar;4122512425;4122512429;bilgi@diyarbakýrkayapinar.bel.tr;www.diyarbakýrkayapinar.bel.tr;277489
diyarbakýr;sur;4122236062;4122801052;akm@sur.bel.tr;;123311
diyarbakýr;yeniþehir;4122289650;4122289653;;www.diyarbakýryenisehir.bel.tr;204930
düzce;akçakoca;3806114110;3806113655;belediye@akcakoca.bel.tr;www.akcakoca.bel.tr;23194
düzce;cumayeri;3807354009;3807354030;info@cumayeri.bel.tr;www.cumayeri.bel.tr;8372
düzce;çilimli;3806815004;3806816666;;www.cilimli.bel.tr;6512
düzce;gölyaka;3807114241;3807114269;bilgi@düzcegolyaka.bel.tr;www.düzcegolyaka.bel.tr;9437
düzce;gümüþova;3807312005;3807312174;bilgi@gumuþova.bel.tr;www.gumuþova.bel.tr;6529
düzce;kaynaþlý;3805442010;3805442865;kaynasli@kaynasli.bel.tr;www.kaynasli.bel.tr;9573
düzce;yýðýlca;3806514007;3806514017;;www.yigilca.bel.tr;3492
edirne;enez;2848116009;2848116151;enezbelediyesi@enez.bel.tr@;www.enez.bel.tr;3793
edirne;havsa;2843361009;2843361501;bldbskhavsa@ttnet.net.tr;www.havsa.bel.tr;8833
edirne;ipsala;2846161011;2846161078;bldbaskan@ipsala.bel.tr;www.ipsala.bel.tr;8385
edirne;keþan;2847141185;2847140985;bilgiedinme@kesanbel.tr;www.kesan.bel.tr;59510
edirne;lalapaþa;2843214709;2843214107;lalapasa-bld@ttmail.com;www.lalapasa.bel.tr;1654
edirne;meriç;2844151286;2844151083;mericbelediyesi@ttmail.com;;2820
edirne;süloðlu;2843113002;2843113421;www.suloglu.bel.tr;www.suloglu.bel.tr;3887
edirne;uzunköprü;2845131103;2845131014;uzunkoprubldbsk@hotmail.com;www.uzunkopru.bel.tr;40366
elazýð;aðýn;4245512018;4245512117;agin.belediyesi@hotmail.com;www.agin.bel.tr;1804
elazýð;alacakaya;4244816446;4244816428;alacakayabelediyesi23@hotmail.com;www.alacakaya.bel.tr;3106
elazýð;arýcak;4247712003;4247712025;iletisim@aricak.bel.tr;www.aricak.bel.tr;3342
elazýð;baskil;4245112166;4245112007;;www.baskil.bel.tr;5018
elazýð;karakoçan;4247112444;4247115722;karakocan@karakocan.bel.tr;www.karakocan.bel.tr;13255
elazýð;keban;4245712010;4245712400;info@keban.bel.tr;www.keban.bel.tr;4760
elazýð;kovancýlar;4246113415;4246113414;kovancilarbelediyesi@hotmail.com;www.kovancilar.bel.tr;23193
elazýð;maden;4244412009;4244412139;maden@maden.bel.tr;www.maden.bel.tr;5125
elazýð;palu;4246512004;4246512582;baskan@palu.bel.tr;www.palu.bel.tr;9480
elazýð;sivrice;4244112305;4244112354;;;4238
erzincan;çayýrlý;4463112022;4463112035;cayirlibel24@hotmail.com;;3441
erzincan;iliç;4467112003;4467112329;ilicbelediyesi_24@hotmail.com;;3308
erzincan;kemah;4465112006;4465112201;h.sanal@kemah.bel.tr;www.kemah.bel.tr;2580
erzincan;kemaliye;4467512016;4467512552;kemaliyebelediyesi@ttmail.com;www.kemaliye.bel.tr;2127
erzincan;otlukbeli;4463612626;4463612049;nazir024@hotmail.com;www.otlukbeli.bel.tr;1555
erzincan;refahiye;4466112016;4466112247;refahiyebld@mynet.com;www.refahiye.bel.tr;4045
erzincan;tercan;4464413013;4464413207;tercanbelediyesi@hotmail.com;www.tercan.bel.tr;5555
erzincan;üzümlü;4464113438;4464112970;uzumlubelediyesi@gmail.com;www.uzumlu24.bel.tr. / www.uzumlu.bel.tr;6595
erzurum;aþkale;4424151005;4424151051;;;24270
erzurum;çat;4426112013;4426112166;catbelediyesierz@hotmail.com;;19192
erzurum;hýnýs;4425112349;4425112330;hinisbelediyes@ttmail.com;www.hinis.bel.tr;29165
erzurum;horasan;4427114200;4427113636;info@horasan.bel.tr;www.horasan.bel.tr;42403
erzurum;aziziye;4423275363;4423270627;aziziye@erzurumaziziye.bel.tr;www.erzurumaziziye.bel.tr;50989
erzurum;ispir;4424513092;4424513406;ispirbelediyesi@hotmail.com;www.ispir.bel.tr;16248
erzurum;karaçoban;4425912003;4425912653;karacoban.bel@hotmail.com;www.karacoban.bel tr;24968
erzurum;karayazý;4425412174;4425412440;karayazi_hotmany_25@mynet.com;www.karayazi.bel.tr;31747
erzurum;köprüköy;4426912097;4426912097;koprukoy0107@ttnet.mail;www.delicermik.com.tr;17721
erzurum;narman;4427413464;4427412545;bilgi@narman.bel.tr;www.narman.bel.tr;15336
erzurum;oltu;4428161019;4428164360;oltubelediyesi@hotmail.com;www.oltu.bel.tr;31346
erzurum;olur;4428412104;4428412384;belediye@olur.bel.tr;www.olur.bel.tr;7181
erzurum;pasinler;4426613501;4426613361;info@pasinler.bel.tr;;31581
erzurum;pazaryolu;4424812121;4424812188;;;4178
erzurum;þenkaya;4428612201;4428612065;senkayabelediyesi@hotmail.com;www.senkaya.bel.tr;20771
erzurum;tekman;4425612019;4425612179;tekman_belediyesi@hotmail.com;www.tekman.bel.tr;28772
erzurum;tortum;4427612007;4427612134;info@tortum.bel.tr;www.tortum.bel.tr;18819
erzurum;uzundere;4427913295;4427912005;uzunderebel@msn.com;www.uzundere.bel.tr;8347
erzurum;palandöken;4423161957;4423153203;palandoken@palandoken.bel.tr;www.palandoken.bel.tr;161482
erzurum;yakutiye;4422352610;4422349273;yakutiye@yakutiye.bel.tr;www.yakutiye.bel.tr;182213
eskiþehir;alpu;2225112313;2225112313;alpubelediye@mynet.com;www.alpu.bel.tr;12070
eskiþehir;beylikova;2225313030;2225313829;beylikovabelediyesi26@gmail.com;www.beylikova.bel.tr;6387
eskiþehir;çifteler;2225414081;2225414757;ciftelerbelediyesi@ttmail.com;;15651
eskiþehir;günyüzü;2225617172;2225617666;gunyuzubelediyesi@mynet.com;;6372
eskiþehir;han;2225816051;2225816052;han_belediyesi@hotmail.com;;2276
eskiþehir;inönü;2225912520;2225912026;inonubelediyesi@hotmail.com;www.inonu.bel.tr;7260
eskiþehir;mahmudiye;2226113057;2226112345;mahmudiyebld@mynet.com;;8466
eskiþehir;mihalgazi;2226212007;2226212050;mihalgazi_belediyesi@mynet.com;www.mihalgazi.bel.tr;3483
eskiþehir;mihalýcçýk;2226312007;2226313430;info@mihaliccik.bel.tr;www.mihaliccik.bel.tr;9639
eskiþehir;sarýcakaya;2226612148;2226612266;belediye@saricakaya.bel.tr;www.saricakaya.bel.tr;5112
eskiþehir;seyitgazi;2226713017;2226713017;seyitgazi@e-kolay.net;www.seyitgazi.bel.tr;15023
eskiþehir;sivrihisar;2227114035;2227114527;sivrihisar-belediyesi@hotmail.com;www.sivrihisar.bel.tr;22258
eskiþehir;odunpazarý;2222171300;2222279607;beyazmasa@odunpazari-bld.gov.tr;www.odunpazari.bel.tr;371128
eskiþehir;tepebaþý;2222114000;2223208888;ozel.kalem@tepebasi.bel.tr;www.tepebasi.bel.tr;314599
gaziantep;þahinbey;3422321111;3422317040;;www.sahinbey.bel.tr;817258
gaziantep;þehitkamil;3423242506;3423230630;belediye@sehitkamil.bel.tr;www.sehitkamil.bel.tr;693901
gaziantep;araban;3426112210;3426112576;arabanbeld@hotmail.com;www.araban.bel.tr;32102
gaziantep;islahiye;3428621083;3428621022;islahiyebelediyesi@mynet.com;www.islahiye.bel.tr;66170
gaziantep;karkamýþ;3425612004;3425612224;;www.karkamis.bel.tr;10832
gaziantep;nizip;3425173900;3425172138;nizipbelediyesi@hotmail.com;www.nizip.bel.tr;135588
gaziantep;nurdaðý;3426714033;3426714637;bilgi@nurdagi.bel.tr;www.nurdagi.bel.tr;37620
gaziantep;oðuzeli;3425713014;3425713145;;www.oguzeli.bel.tr;29620
gaziantep;yavuzeli;3426412135;3426412899;;;21347
giresun;alucra;4547513006;4547513322;alucrabelediyesi@msn.com;www.alucra.bel.tr;4130
giresun;bulancak;4543182010;4543182012;bulancak@bulancak.bel.tr;www.bulancak.bel.tr;39160
giresun;çamoluk;4547815199;4547815021;info@camoluk.bel.tr;www.camoluk.bel.tr;3137
giresun;çanakçý;4545912054;4545912457;;www.canakci.bel.tr;1819
giresun;dereli;4543813007;4543813154;iletisim@dereli.bel.tr;www.dereli.bel.tr;5648
giresun;doðankent;4544715030;4544716093;dogankentbelediyesi28@hotmail.com;www.dogankent.bel.tr;3518
giresun;espiye;4546114150;4546114274;info@espiye.bel.tr;www.espiye.bel.tr;17089
giresun;eynesil;4545813001;4545813075;eynesilbel@hotmail.com;www.eynesil.bel.tr;7324
giresun;görele;4545131189;4545131535;ozelkalem@gorele.bel.tr;www.gorele.bel.tr;15450
giresun;güce;4544516023;4544516023;;www.guce.bel.tr;3178
giresun;keþap;4546414044;4546414428;kesapbelediyesi@hotmail.com;www.kesap.bel.tr;8620
giresun;piraziz;4543613016;4543613750;piraziz@piraziz.bel.tr;www.piraziz.bel.tr;7114
giresun;þebinkarahisar;4547114005;4547114056;belediye@sebinkarahisar.bel.tr;www.sebinkarahisar.bel.tr;11557
giresun;tirebolu;4544114016;4544112077;tirebolubel@tirebolu.bel.tr;www.tirebolu.bel.tr;14853
giresun;yaðlýdere;4546712040;4546712243;bilgi@yaglidere.bel.tr;www.yaglidere.bel.tr;6907
gümüþhane;kelkit;4563171009;4563171396;kelkitbelediyesi@hotmail.com;www.kelkit.bel.tr;14454
gümüþhane;köse;4564115062;4564115062;kosebelediyesi@mynet.com;www.kose.bel.tr;3558
gümüþhane;kürtün;4567116512;4567116512;bedirakdeniz@mynet.com;www.kurtun.bel.tr;4185
gümüþhane;þiran;4565117021;4565118404;;www.siran.bel.tr;7910
gümüþhane;torul;4566112023;4566112078;info@torul.bel.tr;www.torul.bel.tr;4644
hakkari;çukurca;4385112006;4385112269;cukurcabel30@mynet.com;www.cukurca.bel.tr;8345
hakkari;þemdinli;4384112012;4384112189;destek@semdinli.bel.tr;www.semdinli.bel.tr;15102
hakkari;yüksekova;4383512540;4383512396;yovabelediyesi@mynet.com;www.yuksekova.bel.tr;67831
hatay;altýnözü;3263113057;3263113059;altinozubld1131@hotmail.com;;61882
hatay;belen;3264413902;3264414546;belen@belen.bel.tr;www.belen.bel.tr;30061
hatay;dörtyol;3267129201;3267123477;iletisim@dortyol.bel.tr;www.dortyol.bel.tr;115251
hatay;payas;3267551011;3267557808;payasbelediye@hotmail.com;www.payas.bel.tr;38959
hatay;erzin;3266815007;3266814981;erzin@erzin.bel.tr;www.erzin.bel.tr;41297
hatay;hassa;3267716366;;hassabelediyesi1@hotmail.com;www.hassa.bel.tr.gov.;54231
hatay;iskenderun;3266134990;3266145333;sekreterlik@iskenderun.bel.tr;www.iskenderun.bel.tr;245083
hatay;arsuz;3266433334;3266432072;;;79782
hatay;kýrýkhan;3263441543;3263441006;info@kirikhan.bel.tr;;107049
hatay;kumlu;3264612088;3264612301;kumlubelediyesi@ttmail.com;;13241
hatay;reyhanlý;3264131010;3264134342;admin@reyhanli.bel.tr;www.reyhanli.bel.tr;88925
hatay;samandað;3265121007;3265123200;samandagbld@hotmail.com;www.samandag.bel.tr/;116151
hatay;yayladaðý;3264713029;3264713026;bilgi@yayladagi.bel.tr;www.yayladagi.bel.tr;28610
hatay;antakya;;;;;347974
hatay;defne;;;;;134570
ýðdýr;aralýk;4764112015;4764112822;;www.aralik.bel.tr;6393
ýðdýr;karakoyunlu;4765187001;4765187208;karakoyunlubelediyesi@gmail.com;www.karakoyunlu-bel.tr;2642
ýðdýr;tuzluca;4763112035;4763112398;info@tuzluca.bel.tr;www.tuzluca.bel.tr;9175
ýsparta;aksu;2463412009;2463412332;aksubelediyesi@gmail.com;;2001
ýsparta;atabey;2462712010;2462712328;atabeybelediyesi@hotmail.com;www.atabey.bel.tr;4073
ýsparta;eðirdir;2463112497;2463112498;egirdirbelediyesi@gmail.com;www.egirdir.bel.tr;17486
ýsparta;gelendost;2463813009;2463813088;gelendostbelediyesi@gmail.com;www.gelendost.bel.tr;5400
ýsparta;gönen;2462812034;2462812598;yaziisleri@gonen.bel.tr;www.gonen.bel.tr;3982
ýsparta;keçiborlu;2465414593;2465414224;keciborlubld@hotmail.com;www.keciborlu.bel.tr;7082
ýsparta;senirkent;2465114009;2465112765;senirkent_belediyesi@hotmail.com;www.senirkent.bel.tr;5878
ýsparta;sütçüler;2463512001;2463512895;baskan@sutculer.bel.tr;www.sutculer.bel.tr;2590
ýsparta;þarkikaraaðaç;2464114013;2464114633;;www.skaraagac.net;9997
ýsparta;uluborlu;2465313260;2465313296;iletisim@uluborlu.bel.tr;www.uluborlu.bel.tr;6128
ýsparta;yalvaç;2464415035;2464415007;info@yalvac.bel.tr;www.yalvac.bel.tr;20583
ýsparta;yeniþarbademli;2464314002;2464314174;info@yenisarbademli.bel.tr;www.yenisadbademli.bel.tr;2130
istanbul;adalar;2163823382;2163826785;muþtafafarsakoglu@adalar.bel.tr;www.adalar.bel.tr;16166
istanbul;avcýlar;2126956200;2126956227;admin@avcilar.bel.tr;www.avcilar.bel.tr;407240
istanbul;baðcýlar;2124100600;2124100611;bagcilar@bagcilar.bel.tr;www.bagcilar.bel.tr;752250
istanbul;bahçelievler;2124843800;2124419484;ozelkalem@bahcelievler.bel.tr;www.bahcelievler.bel.tr;602931
istanbul;bakýrköy;2125831023;2125831316;ozelkalem@bakirkoy.bel.tr;www.bakirkoy.bel.tr;220974
istanbul;bayrampaþa;2124671900;2124671918;info@bayrampasa.bel.tr;www.bayrampasa.bel.tr;269677
istanbul;beþiktaþ;2122804800;2122804802;belediye@besiktas.bel@.tr;www.besiktas.bel.tr;186570
istanbul;beykoz;2163222504;2163310523;beykoz-bld@beykoz.bel.tr;www.beykoz.bel.tr;248056
istanbul;beyoðlu;2124440160;2122521100;baskan@beyoglu.bel.tr;www.beyoglu.bel.tr;245219
istanbul;esenler;2124401111;2124401194;esenler@esenler.bel.tr;www.esenler.bel.tr;461621
istanbul;eyüp;2124400500;2124400449;beyazmasa@eyup.bel.tr;www.eyup.bel.tr;361531
istanbul;fatih;2124531453;2125325371;ozelkalem@fatih.bel.tr;www.fatih.bel.tr;425875
istanbul;gaziosmanpaþa;2124535500;2125454530;baskan@gaziosmanpasa.bel.tr;www.gaziosmanpasa.bel.tr;495006
istanbul;güngören;2124495500;2125550655;ssaydam@gungoren.bel.tr;www.gungoren.bel.tr;306854
istanbul;kadýköy;2165425055;2164143856;aykurt.nuhoglu@kadikoy.bel.tr;www.kadikoy.bel.tr;506293
istanbul;kaðýthane;2122956800;2122956842;ebelediye@kagithane.bel.tr;www.kagithane.bel.tr;428755
istanbul;kartal;2165868800;2163899281;altinokoz@kartal.bel.tr;www.kartal.bel.tr;447110
istanbul;küçükçekmece;2124110702;2124110709;azizyeniay@kucukcekmece.bel.tr;www.kucukcekmece.bel.tr;740090
istanbul;maltepe;2164589999;2163997510;info@maltepe.bel.tr;www.maltepe.bel.tr;471059
istanbul;pendik;2165851100;2165851414;salihkenan@pendik.bel.tr;www.pendik.bel.tr;646375
istanbul;sarýyer;2122427575;2122429938;halklailiskiler@sariyer.bel.tr;www.sariyer.bel.tr;335598
istanbul;þiþli;2122887576;2122135488;basinburo@sislibelediyesi.com;www.sislibelediyesi.com;274420
istanbul;tuzla;2164440906;2165814773;;www.tuzla.bel.tr;208807
istanbul;ümraniye;2165239580;2164619882;ozelkalem@umraniye.bel.tr;www.umraniye.bel.tr;660125
istanbul;üsküdar;2165313000;2165313225;beyazmasa@uskudar.bel.tr;www.uskudar.bel.tr;534636
istanbul;zeytinburnu;2124131111;2124131225;hdarcan@zeytinburnu.bel.tr;www.zeytinburnu.bel.tr;292313
istanbul;büyükçekmece;2124440340;2128836968;danisma@bcekmece.bel.tr;www.bcekmece.bel.tr;211000
istanbul;çatalca;2127891042;2127892007;baskanlik@catalca.bel.tr;www.catalca.bel.tr;65811
istanbul;silivri;2127271002;2127272488;ozcanisiklar@silivri.bel.tr;www.silivri.bel.tr;155923
istanbul;sultanbeyli;2165641300;2163984884;baskan@sultanbeyli.bel.tr;www.sultanbeyli.bel.tr;309347
istanbul;þile;2167121275;2167113585;bilgi@sile.bel.tr;www.sile.bel.tr;31718
istanbul;arnavutköy;4444597;2125970057;hasimbaltaci@arnavutkoy.bel.tr;www.arnavutkoy.bel.tr;215531
istanbul;ataþehir;2165705000;2164554559;info@atasehir.bel.tr;www.yeni.atasehir.bel.tr;405974
istanbul;baþakþehir;2126925500;2126693593;belediye@basaksehir.bel.tr;www.basaksehir.bel.tr;333047
istanbul;beylikdüzü;2128667000;2128730114;bilgiedinme@beylikduzu.bel.tr;www.beylikduzu.bel.tr;244760
istanbul;çekmeköy;2166000600;2166000602;info@cekmekoy.bel.tr;www.cekmekoy.bel.tr;207476
istanbul;esenyurt;2126220333;2126220399;beyazmasa@esenyurt.bel.tr;www.esenyurt.bel.tr;624733
istanbul;sancaktepe;2166223333;2166223981;bilgi@sancaktepe.bel.tr;www.sancaktepe.bel.tr;304406
istanbul;sultangazi;2124593434;2126060159;bilgi@sultangazi.bel.tr;www.sultangazi.bel.tr;505190
izmir;balçova;2324552100;2322791112;ozelkalem@balcova.bel.tr;www.balcova.bel.tr;77624
izmir;bornova;2323745717;2323887855;baskan@bornova.bel.tr;www.bornova.bel.tr;426490
izmir;buca;2324390707;2324390808;bucabaskanlik@buca.bel.tr;www.buca.bel.tr;454112
izmir;çiðli;2323864204;2323764976;ciglibelediyesi@cigli.bel.tr;www.cigli.bel.tr;173667
izmir;gaziemir;2324440251;2322520928;info@gaziemir.bel.tr;www.gaziemir.bel.tr;129534
izmir;güzelbahçe;2322342020;2322342001;info@guzelbahce.bel.tr;www.guzelbahce.bel.tr;27389
izmir;karþýyaka;2323994000;2323697652;info@karsiyaka.bel.tr;www.karsiyaka.bel.tr;321870
izmir;konak;2324894918;2324894920;dostbaskan@konak.bel.tr;www.konak.bel.tr;385843
izmir;narlýdere;2322388741;2322388740;info@narlidere-bld.gov.tr;www.narlidere-bld.gov.tr;63743
izmir;aliaða;2326160250;2326163719;ozelkalem@aliaga-bld.gov.tr;www.aliaga.bel.tr;80948
izmir;bayýndýr;2325815000;2325814268;basin@bayindir.bel.tr;www.bayindir.bel.tr;40690
izmir;bergama;2326328002;2326332012;bergama@bergama.bel.tr;www.bergama.bel.tr;101217
izmir;beydað;2325926114;2325926241;beydagbld@hotmail.com;www.beydag.bel.tr;12555
izmir;çeþme;2327126632;2327126457;info@cesme.bel.tr;www.cesme.bel.tr;39243
izmir;dikili;2326714056;2326714862;dikilibel@mynet.com;www.izmir-dikili.bel.tr;36124
izmir;foça;2328121127;2328122422;bilgi@foca.bel.tr;www.foca.bel.tr;32534
izmir;karaburun;2327313020;2327313133;info@karaburun.bel.tr;www.karaburun.bel.tr;9092
izmir;kemalpaþa;2328784320;2328789933;admin@izmir-kemalpasa.bel.tr;www.izmir-kemalpasa.bel.tr;97499
izmir;kýnýk;2326871012;2326871449;;;28000
izmir;kiraz;2325723274;2325723623;;www.kiraz.bel.tr;44017
izmir;menderes;2327821006;2327821307;info@menderes.bel.tr;www.menderes.bel.tr;77706
izmir;menemen;2328321085;2328320006;iletisim@menemen.bel.tr;www.menemen.bel.tr;142836
izmir;ödemiþ;2325449097;2325451269;bilgi@odemis.bel.tr;www.odemis.bel.tr;129295
izmir;seferihisar;2327433960;2327433468;ozelkalem@seferihisar.bel.tr;www.seferihisar.bel.tr;33588
izmir;selçuk;2328926911;2328926913;info@selcuk.bel.tr;www.selcuk.bel.tr;34979
izmir;tire;2325112075;2325112077;tirebel@tire.bel.tr;www.tire.bel.tr;80381
izmir;torbalý;2328566666;2328563772;torbali@torbali.bel.tr;www.torbali.bel.tr;144293
izmir;urla;2327541144;2327541009;baskan@urla.bel.tr;www.urla.bel.tr;56751
izmir;bayraklý;2324772000;2323453118;info@bayrakli.bayrakli.bel.tr;www.bayrakli.bel.tr;310656
izmir;karabaðlar;2324147600;2324147741;yazi@karabaglar.bel.tr;www.karabaglar.bel.tr;471676
kahramanmaraþ;afþin;3445114660;3445114964;afsin@afsin.bel.tr;;82662
kahramanmaraþ;andýrýn;3445612012;3445612182;andirin@andirin.bel.tr;;35943
kahramanmaraþ;çaðlayancerit;3443512223;3443512053;cceritbelediyesi@msn.com;;25276
kahramanmaraþ;ekinözü;3444812017;3444812004;baskan@ekinozu.bel.tr;www.ekinozu.bel.tr;13461
kahramanmaraþ;elbistan;3444151004;3444151008;bilgi@elbistan.bel.tr;www.elbistan.bel.tr;140493
kahramanmaraþ;göksun;3447141193;3447141191;yaziisleri@goksun.bel.tr;www.goksun.bel.tr;53157
kahramanmaraþ;nurhak;3444712110;3444712002; nurhakbld@hotmail.com; www.nurhak.bel.tr;13414
kahramanmaraþ;pazarcýk;3443114314;3443115884;info@pazarcik.bel.tr;www.pazarcik.bel.tr;68843
kahramanmaraþ;türkoðlu;3446181005;3446181135;turkoglu_bld.tr;;67886
kahramanmaraþ;dulkadiroðlu;;;;;216701
kahramanmaraþ;onikiþubat;;;;;357870
karabük;eflani;3704612012;3704612054;eflanibelediyesi@hotmail.com;www.eflanibelediyesi.bel.tr;2312
karabük;eskipazar;3708181004;3708182315;eskipazarbelediyesi@hotmail.com;www.eskipazar.bel.tr;7062
karabük;ovacýk;3708771009;3708771200;ovacik1660@ttmail.com;www.karabükovacik.bel.tr;673
karabük;safranbolu;3707124114;3707123642;belediye@safranbolu.bel.tr;www.safranbolu-bld.gov.tr;42813
karabük;yenice;3707661111;3707661523;info@karabükyenice.bel.tr;www.karabükyenice.bel.tr;9558
karaman;ayrancý;3384112191;3384112035;a.bel.70@hotmail.com;www.ayranci.bel.tr;2436
karaman;baþyayla;3383516432;3383516003;basyayla@basyayla.bel.tr;www.basyayla.bel.tr;2081
karaman;ermenek;3387161981;3387161983;ermenekbelediyesi@hotmail.com;www.ermenek.bel.tr;11070
karaman;kazýmkarabekir;3383112045;3383112661;kazimkarabekirbelediyesi@ttmail.com;;3055
karaman;sarýveliler;3384412117;3384412760;sarivelilerbelediyesi1967@hotmail.com;www.sariveliler.bel.tr;5866
kars;akyaka;4742612178;4742612858;akyakabel@hotmail.com;www.karsakyaka.bel.tr;2081
kars;arpaçay;4742812018;4742812171;arpacaybld@hotmail.com;www.arpacay.bel.tr;2844
kars;digor;4743112010;4743112049;digorbelediyesi@hotmail.com;;2725
kars;kaðýzman;4743516012;4743516370;kagizman@kagizman.bel.tr;www.kagizman.bel.tr;18493
kars;sarýkamýþ;4744134073;4744135825;sarikamisbld@mynet.com;www.sarikamis.bel.tr;17963
kars;selim;4744612009;4744612727;selimbld@hotmail.com;;5111
kars;susuz;4745115006;4745115236;suzusbld@hotmail.com;;2567
kastamonu;abana;3665641165;3665641018;abanabelediyesi@hotmail.com;www.abana-bld.gov.tr;3290
kastamonu;aðlý;3667371001;3667371012;agli@agli.bel.tr;www.agli.bel.tr;2039
kastamonu;araç;3663621012;3663621219;aracbelediyesi.1866@hotmail.com;www.aracbelediyesi.net;5938
kastamonu;azdavay;3667171006;3667171888;azdavaybelde@hotmail.com;www.azdavay.bel.tr;2861
kastamonu;bozkurt;3665751125;3665751238;adematatepe@hotmail.com;www.bozkurtbelediyesi.com;5303
kastamonu;cide;3668661004;3668661169;cidebelediyesi37@hotmail.com;www.cidebelediyesi.com;7544
kastamonu;çatalzeytin;3665161017;3665161060;info@catalzeytinbelediyesi.net;www.catalzeytin.bel.tr;2517
kastamonu;daday;3666161005;3666162294;daday_belediyesi@hotmail.com;www.daday.bel.tr;3818
kastamonu;devrekani;3666381013;3666381314;devbel37@hotmail.com;www.devrekani.bel.tr;5377
kastamonu;doðanyurt;3668431260;3668431262;bilgi@doganyurt.bel.tr;www.doganyurt.bel.tr;1272
kastamonu;hanönü;3664975194;3664975195;hanbel37@ttmail.com;www.hanonu.bel.tr;1933
kastamonu;ihsangazi;3663921020;3663921619;yaziisleri@ihsangazi.bel.tr;www.ihsangazi.bel.tr;3117
kastamonu;inebolu;3368114500;3668116462;info@inebolu.bel.tr;www.inebolu.bel.tr;9466
kastamonu;küre;3667512109;3667513028;onat7337@hotmail.com;www.kure.bel.tr;3160
kastamonu;pýnarbaþý;3667712027;3667712243;pinarbasibelediyesi@gmail.com;www.pinarbasi-bld.com;2435
kastamonu;seydiler;3666684013;3666684024;seydilerbelediyesi@gmail.com;www.seydiler.bel.tr;2565
kastamonu;þenpazar;3667881069;3667881032;senpazarbelediye@hotmail.com;www.senpazar.bel.tr;1636
kastamonu;taþköprü;3364171224;3664172621;tasbelediye@mynet.com;www.taskopru.bel.tr;16180
kastamonu;tosya;3663131009;3663132193;tosyabld@gmail.com;www.tosya.bel.tr;28138
kayseri;kocasinan;3522327849;3522222582;basin@kocasinan.bel.tr;www.kocasinan.bel.tr;377051
kayseri;melikgazi;3522076001;3522229275;melikgazi@melikgazi.bel.tr;www.melikgazi.bel.tr;520319
kayseri;akkýþla;3525913002;3525913393;akkislabelediyesi@hotmail.com;www.akkisla.bel.tr;6663
kayseri;bünyan;3527121040;3527121947;;www.bunyan.bel.tr;29120
kayseri;develi;3526216041;3526212474;info@develi.bel.tr;www.develi.bel.tr;63994
kayseri;felahiye;3527912068;3527912160;baskan@felahiyebelediyesi.com;www.felahiyebelediyesi.com;7013
kayseri;hacýlar;3524421225;3524421004;baskan@hacilar.bel.tr;www.hacilar.bel.tr;12376
kayseri;incesu;3526913313;3526913386;bilgi@incesubelediyesi.com;www.incesubelediyesi.com;24315
kayseri;özvatan;3527812064;3527812552;;www.ozvatan.bel.tr;4542
kayseri;pýnarbaþý;3525121035;3525121017;pinarbasibld@hotmail.com;www.pinarbasi38.bel.tr;26559
kayseri;sarýoðlan;3528112014;3528112186;sarioglan@ttmail.com;www.sarioglan.bel.tr;14977
kayseri;sarýz;3525612181;3525612093;sarizbelediyesi@hotmail.com;www.sariz.bel.tr;10626
kayseri;talas;3524370055;3524372221;talas@talas.bel.tr;www.talas.bel.tr;119810
kayseri;tomarza;3526612929;3526615113;info@tomarza.bel.tr;www.tomarza.bel.tr;24996
kayseri;yahyalý;3526113007;3526119911;info@yahyali.bel.tr;www.yahyali.bel.tr;36776
kayseri;yeþilhisar;3526513015;3526513015;yesilhisarbld@ttmail.com;;16218
kilis;elbeyli;3487822353;3487822272;elbeylibelediyesi@mynet.com;;2020
kilis;muþabeyli;3487462120;3487462123;;;1102
kilis;polateli;3487251256;3487251256;zafer._79@hotmail.com;;1096
kýrýkkale;bahþili;3183661642;3183661771;;;5545
kýrýkkale;balýþeyh;3187137065;3187137193;;www.baliseyh.bel.tr;2240
kýrýkkale;çelebi;3184145600;3184145222;celebi.bld.71@hotmail.com.;;1567
kýrýkkale;delice;3186185004;3186185807;delicebelediyesi@hotmail.com;;2540
kýrýkkale;karakeçili;3184743008;3184743023;;www.karakecili.bel.tr;4068
kýrýkkale;keskin;3185153483;3185153568;keskinbld@mynet.com;www.keskin.bel.tr;9667
kýrýkkale;sulakyurt;3188127011;3188127757;belediye@sulakyurtbelediyesi.com;www.sulakyurtbelediyesi.com;2417
kýrýkkale;yahþihan;3183572560;3183573787; yahsihan-belediyesi@hotmail.com;www.yahsihan.bel.tr;16307
kýrklareli;babaeski;2885121236;2885121070;info@babaeski-bld.gov.tr;www.babaeski.bel.tr;28472
kýrklareli;demirköy;2886816607;2886816607;yaziisleri@demirkoy.bel.tr;www.demirkoy.bel.tr;3540
kýrklareli;kofçaz;2887622100;2887622099;kofcaz@kofcaz.bel.tr;www.kofcaz.bel.tr;678
